Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),Yaw (deg),Pitch (deg),Roll (deg),Velocity X (m/s),Velocity Y (m/s),Velocity Z (m/s),Accel. X (m/s^2),Accel. Y (m/s^2),Accel. Z (m/s^2),GPS TOW,GPS Week Number
389200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173189.200,2099
389300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173189.300,2099
389400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173189.400,2099
389500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173189.500,2099
389600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173189.600,2099
389700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173189.700,2099
389800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173189.800,2099
389900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173189.900,2099
390000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173190.000,2099
390100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173190.100,2099
390200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173190.200,2099
390300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173190.300,2099
390400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173190.400,2099
390500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173190.500,2099
390600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173190.600,2099
390700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173190.700,2099
390800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173190.800,2099
390900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173190.900,2099
391000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173191.000,2099
391100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173191.100,2099
391200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173191.200,2099
391300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173191.300,2099
391400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173191.400,2099
391500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173191.500,2099
391600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173191.600,2099
391700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173191.700,2099
391800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173191.800,2099
391900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173191.900,2099
392000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173192.000,2099
392100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173192.100,2099
392200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173192.200,2099
392300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173192.300,2099
392400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173192.400,2099
392500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173192.500,2099
392600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173192.600,2099
392700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173192.700,2099
392800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173192.800,2099
392900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173192.900,2099
393000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173193.000,2099
393100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173193.100,2099
393200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173193.200,2099
393300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173193.300,2099
393400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173193.400,2099
393500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173193.500,2099
393600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173193.600,2099
393700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173193.700,2099
393800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173193.800,2099
393900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173193.900,2099
394000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173194.000,2099
394100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173194.100,2099
394200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173194.200,2099
394300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173194.300,2099
394400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173194.400,2099
394500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173194.500,2099
394600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173194.600,2099
394700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173194.700,2099
394800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173194.800,2099
394900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173194.900,2099
395000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173195.000,2099
395100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173195.100,2099
395200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173195.200,2099
395300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173195.300,2099
395400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173195.400,2099
395500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173195.500,2099
395600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173195.600,2099
395700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173195.700,2099
395800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173195.800,2099
395900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173195.900,2099
396000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173196.000,2099
396100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173196.100,2099
396200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173196.200,2099
396300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173196.300,2099
396400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173196.400,2099
396500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173196.500,2099
396600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173196.600,2099
396700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173196.700,2099
396800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173196.800,2099
396900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173196.900,2099
397000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173197.000,2099
397100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173197.100,2099
397200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173197.200,2099
397300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173197.300,2099
397400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173197.400,2099
397500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173197.500,2099
397600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173197.600,2099
397700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173197.700,2099
397800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173197.800,2099
397900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173197.900,2099
398000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173198.000,2099
398100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173198.100,2099
398200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173198.200,2099
398300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173198.300,2099
398400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173198.400,2099
398500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173198.500,2099
398600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173198.600,2099
398700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173198.700,2099
398800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173198.800,2099
398900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173198.900,2099
399000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173199.000,2099
399100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173199.100,2099
399200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173199.200,2099
399300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173199.300,2099
399400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173199.400,2099
399500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173199.500,2099
399600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173199.600,2099
399700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173199.700,2099
399800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173199.800,2099
399900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173199.900,2099
400000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173200.000,2099
400100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173200.100,2099
400200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173200.200,2099
400300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173200.300,2099
400400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173200.400,2099
400500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173200.500,2099
400600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173200.600,2099
400700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173200.700,2099
400800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173200.800,2099
400900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173200.900,2099
401000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173201.000,2099
401100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173201.100,2099
401200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173201.200,2099
401300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173201.300,2099
401400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173201.400,2099
401500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173201.500,2099
401600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173201.600,2099
401700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173201.700,2099
401800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173201.800,2099
401900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173201.900,2099
402000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173202.000,2099
402100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173202.100,2099
402200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173202.200,2099
402300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173202.300,2099
402400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173202.400,2099
402500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173202.500,2099
402600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173202.600,2099
402700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173202.700,2099
402800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173202.800,2099
402900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173202.900,2099
403000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173203.000,2099
403100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173203.100,2099
403200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173203.200,2099
403300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173203.300,2099
403400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173203.400,2099
403500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173203.500,2099
403600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173203.600,2099
403700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173203.700,2099
403800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173203.800,2099
403900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173203.900,2099
404000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173204.000,2099
404100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173204.100,2099
404200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173204.200,2099
404300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173204.300,2099
404400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173204.400,2099
404500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173204.500,2099
404600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173204.600,2099
404700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173204.700,2099
404800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173204.800,2099
404900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173204.900,2099
405000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173205.000,2099
405100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173205.100,2099
405200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173205.200,2099
405300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173205.300,2099
405400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173205.400,2099
405500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173205.500,2099
405600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173205.600,2099
405700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173205.700,2099
405800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173205.800,2099
405900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173205.900,2099
406000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173206.000,2099
406100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173206.100,2099
406200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173206.200,2099
406300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173206.300,2099
406400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173206.400,2099
406500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173206.500,2099
406600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173206.600,2099
406700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173206.700,2099
406800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173206.800,2099
406900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173206.900,2099
407000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173207.000,2099
407100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173207.100,2099
407200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173207.200,2099
407300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173207.300,2099
407400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173207.400,2099
407500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173207.500,2099
407600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173207.600,2099
407700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173207.700,2099
407800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173207.800,2099
407900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173207.900,2099
408000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173208.000,2099
408100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173208.100,2099
408200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173208.200,2099
408300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173208.300,2099
408400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173208.400,2099
408500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173208.500,2099
408600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173208.600,2099
408700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173208.700,2099
408800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173208.800,2099
408900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173208.900,2099
409000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173209.000,2099
409100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173209.100,2099
409200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173209.200,2099
409300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173209.300,2099
409400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173209.400,2099
409500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173209.500,2099
409600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173209.600,2099
409700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173209.700,2099
409800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173209.800,2099
409900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173209.900,2099
410000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173210.000,2099
410100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173210.100,2099
410200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173210.200,2099
410300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173210.300,2099
410400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173210.400,2099
410500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173210.500,2099
410600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173210.600,2099
410700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173210.700,2099
410800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173210.800,2099
410900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173210.900,2099
411000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173211.000,2099
411100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173211.100,2099
411200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173211.200,2099
411300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173211.300,2099
411400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173211.400,2099
411500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173211.500,2099
411600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173211.600,2099
411700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173211.700,2099
411800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173211.800,2099
411900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173211.900,2099
412000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173212.000,2099
412100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173212.100,2099
412200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173212.200,2099
412300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173212.300,2099
412400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173212.400,2099
412500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173212.500,2099
412600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173212.600,2099
412700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173212.700,2099
412800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173212.800,2099
412900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173212.900,2099
413000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173213.000,2099
413100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173213.100,2099
413200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173213.200,2099
413300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173213.300,2099
413400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173213.400,2099
413500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173213.500,2099
413600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173213.600,2099
413700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173213.700,2099
413800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173213.800,2099
413900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173213.900,2099
414000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173214.000,2099
414100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173214.100,2099
414200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173214.200,2099
414300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173214.300,2099
414400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173214.400,2099
414500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173214.500,2099
414600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173214.600,2099
414700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173214.700,2099
414800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173214.800,2099
414900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173214.900,2099
415000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173215.000,2099
415100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173215.100,2099
415200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173215.200,2099
415300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173215.300,2099
415400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173215.400,2099
415500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173215.500,2099
415600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173215.600,2099
415700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173215.700,2099
415800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173215.800,2099
415900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173215.900,2099
416000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173216.000,2099
416100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173216.100,2099
416200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173216.200,2099
